timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,site_number,iperf_direction,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Freedom2190,2a:04:db:2d:1e:02,-59,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Freedom2190,2a:04:db:2d:1e:02,-59,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-78,9,5,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-78,9,5,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d2:8b:2e,-90,149,9,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d2:8b:2e,-90,149,9,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Freedom2190,2a:04:db:3d:1e:02,-75,48,2,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Freedom2190,2a:04:db:3d:1e:02,-75,48,2,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda Guest WIFI,2e:70:4e:d0:89:20,-82,11,13,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda Guest WIFI,2e:70:4e:d0:89:20,-82,11,13,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Pvt.WFR_Denali.1313,02:fe:5d:b4:a7:19,-77,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Pvt.WFR_Denali.1313,02:fe:5d:b4:a7:19,-77,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Pvt.WFR_Everest.5GHz.7523,02:8c:f2:00:6d:7a,-87,36,7,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Pvt.WFR_Everest.5GHz.7523,02:8c:f2:00:6d:7a,-87,36,7,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda Guest WIFI,2e:70:4e:d0:88:f9,-75,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda Guest WIFI,2e:70:4e:d0:88:f9,-75,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda,2e:70:4e:d0:89:0c,-58,44,10,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda,2e:70:4e:d0:89:0c,-58,44,10,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda Guest WIFI,28:70:4e:d0:87:dd,-81,44,10,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Bermuda Guest WIFI,28:70:4e:d0:87:dd,-81,44,10,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,a6:05:d6:e9:8e:8e,-91,40,7,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,a6:05:d6:e9:8e:8e,-91,40,7,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d0:89:20,-66,11,13,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d0:89:20,-66,11,13,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d0:88:f9,-76,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d0:88:f9,-76,1,19,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d0:89:0c,-58,44,10,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,Private WIFI,32:70:4e:d0:89:0c,-58,44,10,Bermuda,2e:70:4e:d0:89:0c,-59,87,upload,64.0965765815901,0,0
2025-05-30T22:11:52,26.67362100832718,-81.80636567839473,pvreed1@mac.com,d6:d9:0f:3d:31:30,-90,40,7,Bermuda,2e:70:4e:d0:89:0c,-59,87,download,158.212952294676,0,0
