timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,site_number,pole_number,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-86,6,17,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Pvt.WFR_Denali.1313,02:fe:5d:b4:a7:19,-89,1,10,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Zoomy,ba:4e:97:25:78:7f,-91,11,16,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Bermuda Guest WIFI,7a:83:c2:9b:33:47,-22,44,9,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Bermuda Guest WIFI,2e:70:4e:d0:88:f9,-72,1,10,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Bermuda Guest WIFI,2e:70:4e:d2:92:ab,-80,157,12,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Private WIFI,a6:05:d6:e9:8e:8d,-93,6,17,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Bermuda Guest WIFI,2e:70:4e:d2:92:aa,-78,6,17,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Private WIFI,a6:05:d6:e9:8e:8e,-86,40,7,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
2025-05-30T15:16:33.545718,26.673627624328326,-81.8039654037575,Newmar4482,06:5e:3c:63:a7:86,-93,5,2,Bermuda,74:83:c2:9b:33:47,-20,unknown,unknown,436.2684977354283,0,0
