timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda Guest WIFI,7a:83:c2:9a:33:47,-31,11,11,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda,28:70:4e:d0:86:3e,-84,1,9,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,32:70:4e:d2:92:ab,-78,157,12,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda,74:83:c2:9a:33:47,-31,11,11,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,32:70:4e:d2:92:aa,-69,6,13,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,pvreed1@mac.com,d6:d9:0f:2d:31:30,-87,1,9,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,32:70:4e:d0:87:50,-90,157,12,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda,2e:70:4e:d0:86:c3,-85,44,9,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,32:70:4e:d0:88:fa,-84,149,3,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda,28:70:4e:d0:88:22,-85,40,7,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Pvt.WFR_Spruce.9447,02:c8:1b:b3:68:41,-92,6,13,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,32:70:4e:d0:88:22,-85,40,7,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,a6:05:d6:e9:77:a5,-89,11,11,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,32:70:4e:d0:88:21,-73,6,13,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Private WIFI,a6:05:d6:e9:77:a6,-89,157,12,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda,28:70:4e:d0:88:fa,-85,149,3,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda Guest WIFI,28:70:4e:dd:d0:4a,-78,157,12,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda,28:70:4e:d0:88:21,-72,6,13,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Newmar1381,06:2c:6e:67:83:96,-93,6,13,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
2025-05-30T14:55:38.879745,26.673501869392574,-81.80387920474308,Bermuda Guest WIFI,28:70:4e:d0:87:50,-81,157,12,Bermuda,74:83:c2:9b:33:47,-32,426.1986654686668,0,0
