timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,site_number,iperf_direction,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda,2e:70:4e:d0:8d:35,-80,157,10,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda,2e:70:4e:d0:8d:35,-80,157,10,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-88,4,2,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-88,4,2,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Private WIFI,32:70:4e:d0:8d:35,-80,157,10,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Private WIFI,32:70:4e:d0:8d:35,-80,157,10,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Pvt.WFR_Denali.1313,02:fe:5d:b4:a7:19,-85,1,13,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Pvt.WFR_Denali.1313,02:fe:5d:b4:a7:19,-85,1,13,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Private WIFI,32:70:4e:d0:88:af,-75,149,6,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Private WIFI,32:70:4e:d0:88:af,-75,149,6,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,2e:70:4e:d0:88:f9,-83,1,13,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,2e:70:4e:d0:88:f9,-83,1,13,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,2e:70:4e:d2:92:ab,-85,157,10,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,2e:70:4e:d2:92:ab,-85,157,10,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Private WIFI,a6:05:d6:e9:8e:8d,-94,6,10,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Private WIFI,a6:05:d6:e9:8e:8d,-94,6,10,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,2e:70:4e:d2:92:aa,-82,6,10,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,2e:70:4e:d2:92:aa,-82,6,10,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,28:70:4e:d0:88:af,-75,149,6,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Bermuda Guest WIFI,28:70:4e:d0:88:af,-75,149,6,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Newmar4482,06:5e:3c:63:a7:86,-94,5,1,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Newmar4482,06:5e:3c:63:a7:86,-94,5,1,Bermuda,28:70:4e:d0:89:03,-63,42,upload,84.7364230392306,0,0
2025-05-30T17:59:00,26.671021814574857,-81.80450332801463,Private WIFI,32:70:4e:d0:88:f9,-83,1,13,Bermuda,28:70:4e:d0:89:03,-63,42,download,71.7126948768375,0,0
