timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,site_number,iperf_direction,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Bermuda,2e:70:4e:d0:8d:35,-65,157,15,Bermuda,2e:70:4e:d0:86:c3,-74,26,download,9.331446444600275,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Bermuda,2e:70:4e:d0:8d:35,-65,157,15,Bermuda,2e:70:4e:d0:86:c3,-74,26,upload,68.1911568120441,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Freedom2190,2a:04:db:2d:1e:02,-93,1,19,Bermuda,2e:70:4e:d0:86:c3,-74,26,download,9.331446444600275,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Freedom2190,2a:04:db:2d:1e:02,-93,1,19,Bermuda,2e:70:4e:d0:86:c3,-74,26,upload,68.1911568120441,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-79,4,2,Bermuda,2e:70:4e:d0:86:c3,-74,26,download,9.331446444600275,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-79,4,2,Bermuda,2e:70:4e:d0:86:c3,-74,26,upload,68.1911568120441,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Bermuda Guest WIFI,2e:70:4e:d0:89:21,-87,149,9,Bermuda,2e:70:4e:d0:86:c3,-74,26,download,9.331446444600275,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Bermuda Guest WIFI,2e:70:4e:d0:89:21,-87,149,9,Bermuda,2e:70:4e:d0:86:c3,-74,26,upload,68.1911568120441,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Bermuda Guest WIFI,2e:70:4e:d0:89:20,-76,11,14,Bermuda,2e:70:4e:d0:86:c3,-74,26,download,9.331446444600275,0,0
2025-05-30T17:52:04,26.67214084247629,-81.80403495493614,Bermuda Guest WIFI,2e:70:4e:d0:89:20,-76,11,14,Bermuda,2e:70:4e:d0:86:c3,-74,26,upload,68.1911568120441,0,0
