timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,site_number,pole_number,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Spruce.1381,02:2c:6e:67:83:96,-88,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Denali.1313,02:fe:5d:b4:a7:19,-89,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Zoomy,ba:4e:97:25:78:7f,-95,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,7a:83:c2:9b:33:47,-21,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,2e:70:4e:d0:88:f9,-71,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,a6:05:d6:e9:8e:8d,-85,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,2e:70:4e:d2:92:ab,-82,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,2e:70:4e:d2:92:aa,-70,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,a6:05:d6:e9:8e:8e,-86,40,7,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Newmar4482,06:5e:3c:63:a7:86,-92,5,2,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d0:88:f9,-71,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d0:89:20,-95,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d0:88:f9,-71,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,2e:70:4e:d0:88:22,-83,40,7,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,2e:70:4e:d0:88:21,-75,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Denali.5GHz.5384,02:17:1a:c5:d6:04,-90,165,2,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Denali.5384,02:17:1a:c5:d6:05,-85,8,1,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,2e:70:4e:d0:87:50,-84,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,2e:70:4e:d0:88:fa,-90,149,3,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,7e:83:c2:9a:33:47,-37,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,a2:05:d6:e9:77:a6,-89,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,a6:05:d6:e9:8e:7e,-74,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,a6:05:d6:e9:8e:7d,-88,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,74:83:c2:9b:33:47,-21,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d0:86:c3,-82,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,28:70:4e:d0:86:c3,-82,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Newmar9447,06:c8:1b:b3:68:41,-92,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Super C,62:2f:d4:2e:fe:4c,-90,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,a2:05:d6:e9:8e:8e,-86,40,7,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:dd:d0:4a,-80,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,9c:05:d6:e9:77:a6,-89,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,9c:05:d6:e9:77:a5,-93,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,9c:05:d6:e9:8e:7d,-87,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,28:70:4e:d2:c9:b1,-89,153,3,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,9c:05:d6:e9:8e:7e,-84,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,7e:83:c2:9b:33:47,-21,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d2:c9:b1,-88,153,3,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,2e:70:4e:d0:86:3e,-85,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Denali.5GHz.6222,02:17:1a:c5:bd:b8,-91,165,2,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Everest.5GHz.4471,02:17:1a:c5:c6:4c,-89,36,1,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Denali.6222,02:17:1a:c5:bd:b9,-87,9,1,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Aspen.4482,02:5e:3c:63:a7:86,-91,5,2,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d0:86:3e,-84,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,2e:70:4e:dd:d0:4a,-81,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,2e:70:4e:d2:c9:b1,-89,153,3,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,a2:05:d6:e9:8e:8d,-86,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,a2:05:d6:e9:8e:7e,-87,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d2:92:ab,-82,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,a2:05:d6:e9:8e:7d,-87,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d2:92:aa,-72,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,9c:05:d6:e9:8e:8d,-85,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,9c:05:d6:e9:8e:8e,-92,40,7,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,7a:83:c2:9a:33:47,-37,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d0:86:3e,-80,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d2:92:ab,-82,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,74:83:c2:9a:33:47,-37,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d2:92:aa,-72,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,pvreed1@mac.com,d6:d9:0f:2d:31:30,-87,1,10,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d0:87:50,-84,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,2e:70:4e:d0:86:c3,-82,44,9,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d0:88:22,-83,40,7,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d0:88:fa,-90,149,3,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Pvt.WFR_Spruce.9447,02:c8:1b:b3:68:41,-92,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d0:88:22,-83,40,7,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,a6:05:d6:e9:77:a5,-89,11,15,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,32:70:4e:d0:88:21,-75,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Private WIFI,a6:05:d6:e9:77:a6,-89,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d0:88:fa,-90,149,3,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,28:70:4e:dd:d0:4a,-80,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda,28:70:4e:d0:88:21,-75,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Newmar1381,06:2c:6e:67:83:96,-89,6,13,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
2025-05-30T15:04:45.602989,26.673688272349008,-81.80389309954961,Bermuda Guest WIFI,28:70:4e:d0:87:50,-84,157,12,Bermuda,74:83:c2:9b:33:47,-35,unknown,unknown,387.53070902895456,0,0
